LOC100506869	NR_126341.1
LINC00298	NR_015405.1
LINC00299	NR_034135.1
LINC00294	NR_015451.1
LINC00297	NR_046510.1
DPM3	NM_018973.3
DPM2	NM_003863.3
DPM1	NM_001317034.1
LINC00293	NR_027012.1
LOC100128288	NR_024447.1
RABGEF1	NM_001287061.1
TCP11X2	NM_001277423.1.2
TCP11X2	NM_001277423.1
VN1R10P	NR_045612.1
MIR212	NR_029625.1
MIR211	NR_029624.1
MIR211	NR_029624.1.2
MIR210	NR_029623.1.2
MIR210	NR_029623.1
MIR217	NR_029630.1
MIR215	NR_029628.1
MIR214	NR_029627.1
TBC1D9B	NM_198868.2
CDH11	NM_001797.3
CDH10	NM_006727.4
CDH13	NM_001220488.1
CDH12	NM_001317227.1
CDH15	NM_004933.2
CREG1	NM_003851.2
CDH17	NM_001144663.1
CDH16	NM_004062.3
CDH19	NM_021153.3
CDH18	NM_001291956.1
OR4A16	NM_001005274.1
OR4A15	NM_001005275.1
LOC642423	NR_049748.1
LOC642423	NR_049748.1.2
LOC642423	NR_049748.1.3
LOC642426	NR_046104.1
NIPBL	NM_133433.3
MBP	NM_001025101.1
RBCK1	NM_031229.2
MIR646HG	NR_046099.1
OR7E12P	NR_044999.1
TAF7L	NM_024885.3
HRASLS	NM_020386.4
COMMD10	NM_016144.3
HTR1D	NM_000864.4
HTR1E	NM_000865.2
HTR1F	NM_000866.3
HTR1A	NM_000524.3
CKAP4	NM_006825.3
CKAP5	NM_001008938.3
BCL2L1	NM_138578.1
BCL2L2	NM_001199839.1
MIR3198-1	NR_036168.1
LOC105377348	NR_131185.1
MIR3198-2	NR_039851.1
WNT8A	NM_001300938.1
ITSN1	NM_003024.2
ITSN2	NM_006277.2
PRAF2	NM_007213.2
LOC441455	NR_026792.1
LOC441454	NR_028350.1
NEGR1	NM_173808.2
LOC102723604	NR_126331.1
MIR1260A	NR_031661.1
TDP1	NM_001008744.1
TDP2	NM_016614.2
MIR1260B	NR_036125.1
TREH	NM_007180.2
MIR1288	NR_031698.1
MIR1286	NR_031618.1
MIR1287	NR_031619.1
MIR1284	NR_031697.1
MIR1282	NR_031695.1
MIR1281	NR_031694.1
LOC401127	NR_026854.1
MEFV	NM_000243.2
MIR4436A	NR_039635.1
AFAP1L1	NM_152406.2
AFAP1L2	NM_001287824.1
PCMT1	NM_001252049.1
SLAIN2	NM_020846.1
SLAIN1	NM_001242868.1
FLVCR1-AS1	NR_027285.1
LOC102724890	NR_110557.1
CPA2	NM_001869.2
CPA3	NM_001870.3
CPA1	NM_001868.3
CPA6	NM_020361.4
CPA4	NM_016352.3
CPA5	NM_001127441.1
OSM	NM_020530.4
LOC101060524	NR_111000.1.2
LOC101060524	NR_111000.1
OS9	NM_006812.3
SH2D4A	NM_001174159.1
SH2D4B	NM_207372.2
NPHS2	NM_014625.3
NPHS1	NM_004646.3
LEPROTL1	NM_001128208.1
LOC100506725	NR_108082.1
ARG1	NM_001244438.1
ARG2	NM_001172.3
TMEM50B	NM_006134.6.2
TMEM50B	NM_006134.6
TMEM50A	NM_014313.3
GON4L	NM_001282856.1
ABL1	NM_007313.2
ABL2	NM_007314.3
TMED7	NM_181836.5
TMED6	NM_144676.3
IL9R	NM_002186.2.2
IL9R	NM_002186.2
SNX29P2	NR_002939.3
TMED3	NM_007364.3
TMED2	NM_006815.3
TMED1	NM_006858.3
ARPP19	NM_001306191.1
BAIAP2L2	NM_025045.5
BAIAP2L1	NM_018842.4
HNRNPU	NM_031844.2
TMED9	NM_017510.4
SHANK2	NM_012309.4
HNRNPK	NM_002140.3
HNRNPL	NM_001533.2
HNRNPM	NM_005968.4
HNRNPC	NM_001077442.1
HNRNPD	NM_031370.2
HNRNPF	NM_001098204.1
SLC6A13	NM_016615.4
EGFEM1P	NR_021485.2
TMEM209	NM_032842.3
TNNI3K	NM_015978.2
SNORD97	NR_004403.1
PLGRKT	NM_018465.3
ANKRD33B	NM_001164440.1
TADA1	NM_053053.3
TADA3	NM_001278270.1
CD52	NM_001803.2
CD53	NM_000560.3
CD55	NM_001300902.1
AAR2	NM_001271874.1
CD59	NM_000611.5
SRP54	NM_003136.3
LIMS3L	NM_001205288.1.2
LIMS3L	NM_001205288.1
LOC101928809	NR_125906.1
LOC101927079	NR_110480.1
LOC101927078	NR_130785.1
LOC101927070	NR_126337.1
BZRAP1-AS1	NR_038410.1
AARS	NM_001605.2
SPATA9	NM_031952.3
SPATA8	NM_173499.4
SRA1	NM_001035235.3
SPATA3	NM_139073.3
SPATA2	NM_001135773.1
SPATA1	NM_001310156.1
SPATA7	NM_018418.4
SPATA6	NM_019073.3
SPATA5	NM_145207.2
SPATA4	NM_144644.3
HIST1H4C	NM_003542.3
HIST1H4B	NM_003544.2
HIST1H4A	NM_003538.3
HIST1H4G	NM_003547.2
HIST1H4F	NM_003540.3
HIST1H4E	NM_003545.3
PABPN1L	NM_001080487.2
HIST1H4K	NM_003541.2
HIST1H4J	NM_021968.3
HIST1H4I	NM_003495.2
HIST1H4H	NM_003543.3
HIST1H4L	NM_003546.2
LOC100505984	NR_103775.1
LURAP1L-AS1	NR_125775.1
HKDC1	NM_025130.3
MIR552	NR_030278.1
MIR553	NR_030279.1
MIR554	NR_030280.1
MIR555	NR_030282.1
MIR556	NR_030283.1
MIR557	NR_030284.1
MIR558	NR_030285.1
MIR559	NR_030286.1
OR9I1	NM_001005211.1
KCNF1	NM_002236.4
PTRH2	NM_001015509.2
PTRH1	NM_001002913.1
IFNG-AS1	NR_104124.1
CTBP1	NM_001328.2
CTBP2	NM_022802.2
MFSD11	NM_001242532.1
MFSD10	NM_001120.4
GTF3C1	NM_001520.3
MFSD12	NM_174983.4
GTF3C6	NM_138408.3
GTF3C5	NM_001122823.1
GTF3C4	NM_012204.2
OR5D13	NM_001001967.1
CD99L2	NM_001242614.1
OR5D14	NM_001004735.1
OR5D16	NM_001005496.1
LOC106660606	NR_132988.1
GAR1	NM_018983.3
LOC101928398	NR_109926.1
EPS15L1	NM_001258374.1
GART	NM_000819.4
GART	NM_000819.4.2
GARS	NM_002047.3
LOC101929625	NR_109880.1
LOC101929626	NR_125987.1
LOC101929622	NR_125820.1
TP53I11	NM_001258320.1
TP53I13	NM_138349.2
ATAD1	NM_032810.2
ATAD2	NM_014109.3
TCIRG1	NM_006019.3
C22orf29	NM_024627.5
FRAT2	NM_012083.2
SIGIRR	NM_001135053.1
C22orf23	NM_032561.4
C22orf24	NM_001302819.1
SC5D	NM_001024956.2
MTIF3	NM_001166261.1
MTIF2	NM_001005369.1
MIR6724-4	NR_128717.1.3
MIR6724-4	NR_128717.1.2
MIR6724-4	NR_128717.1.5
MIR6724-4	NR_128717.1.4
MIR6724-4	NR_128717.1.7
MIR6724-4	NR_128717.1.6
MIR6724-4	NR_128717.1
MIR6724-1	NR_106782.1.2
MIR6724-1	NR_106782.1.3
MIR6724-1	NR_106782.1.4
MIR6724-1	NR_106782.1.5
MIR6724-1	NR_106782.1.6
MIR6724-1	NR_106782.1.7
MIR6724-1	NR_106782.1
MIR6724-3	NR_128716.1
MIR6724-3	NR_128716.1.2
MIR6724-3	NR_128716.1.3
MIR6724-3	NR_128716.1.6
MIR6724-3	NR_128716.1.7
MIR6724-3	NR_128716.1.4
MIR6724-3	NR_128716.1.5
MIR6724-2	NR_128715.1.7
MIR6724-2	NR_128715.1.6
MIR6724-2	NR_128715.1.5
MIR6724-2	NR_128715.1.4
MIR6724-2	NR_128715.1.3
MIR6724-2	NR_128715.1.2
MIR6724-2	NR_128715.1
ELMSAN1	NM_001043318.2
NAPB	NM_001283018.1
SCN11A	NM_001287223.1
CALB2	NM_001740.4
CALB1	NM_004929.3
AKNAD1	NM_152763.4
FAM20A	NM_017565.3
FAM20B	NM_014864.3
FAM20C	NM_020223.3.3
FAM20C	NM_020223.3.2
FAM20C	NM_020223.3
LOC389895	NM_001271560.1
CARKD	NM_018210.3
AGGF1	NM_018046.4
PYURF	NM_032906.4
EEA1	NM_003566.3
LINC01024	NR_102739.1
FXN	NM_000144.4
NIPAL1	NM_207330.1
NIPAL2	NM_024759.1
NIPAL3	NM_020448.4
NIPAL4	NM_001099287.1
YRDC	NM_024640.3
CHID1	NM_001142676.1
EWSR1	NM_013986.3
LINC00996	NR_034033.1
FAM58A	NM_152274.4
ARL2BP	NM_012106.3
FKBP1AP1	NR_024162.1
LOC101927919	NR_110854.1
LOC101927914	NR_110157.1
SLC47A2	NM_152908.3
SLC47A1	NM_018242.2
C2orf57	NM_152614.2
C2orf54	NM_001085437.2
SLC16A13	NM_201566.2
SLC16A12	NM_213606.3
CHM	NM_000390.2
RINT1	NM_021930.4
SH3BGRL	NM_003022.2
POM121L9P	NR_003714.1
HMHB1	NM_021182.1
SERINC5	NM_001174072.2
SERINC4	NM_001258031.1
SERINC1	NM_020755.2
SERINC3	NM_006811.2
SERINC2	NM_001199038.1
PINK1	NM_032409.2
LOC102467147	NR_104664.1
MLH1	NM_000249.3
PIN1P1	NR_023916.1
PKDREJ	NM_006071.1
CAMTA2	NM_001171167.1
CAMTA1	NM_015215.3
KXD1	NM_001171948.1
SDF2L1	NM_022044.2
NPFFR2	NM_004885.2
NPFFR1	NM_022146.4
LOC643923	NR_028328.1
ABTB1	NM_172027.2
ABTB2	NM_145804.2
MBIP	NM_016586.2
CIPC	NM_033426.2
MIR549A	NR_030393.1
USP12-AS2	NR_046548.1
RPS6KB1	NM_003161.3
TRADD	NM_003789.3
RPS6KB2	NM_003952.2
FAM177B	NM_207468.2
WWTR1-AS1	NR_040250.1
MIR1295A	NR_031627.1
MIR1295B	NR_049854.1
BUD13	NM_032725.3
TMED10P1	NR_002807.4
MLLT4-AS1	NR_027906.1
LOC400548	NR_033984.1
F2RL3	NM_003950.2
F2RL2	NM_004101.3
F2RL1	NM_005242.4
XAB2	NM_020196.2
LOC400541	NR_126007.1
ST6GAL2	NM_001142351.1
ST6GAL1	NM_003032.2
LINC00643	NR_015358.2
LINC00642	NR_033986.1
LINC00641	NR_038970.1
LINC00640	NR_038358.1
LINC00645	NR_039992.2
LINC00644	NR_104063.1
LINC00649	NM_001288961.1
LINC00648	NR_039996.1
OTUB1	NM_017670.2
OTUB2	NM_023112.3.2
OTUB2	NM_023112.3
ZNF663P	NR_045983.1
NPTN	NM_012428.3
MIR376C	NR_029861.1
MIR376B	NR_030157.1
ZNF252P	NR_023392.1
GMDS-AS1	NR_046229.1
SULT2A1	NM_003167.3
VEZT	NM_017599.3
DCAF7	NM_005828.4
DCAF6	NM_001198956.1
DISC1-IT1	NR_126441.1
DCAF4	NM_015604.3
DCAF8	NM_015726.3
C21orf140	NM_001282537.1
C21orf140	NM_001282537.1.2
SNAR-A3	NR_024214.1.10
SNAR-A3	NR_024214.1.3
SNAR-A3	NR_024214.1.4
SNAR-A3	NR_024214.1.5
SNAR-A3	NR_024214.1.6
SNAR-A3	NR_024214.1.7
SNAR-A3	NR_024214.1.8
SNAR-A3	NR_024214.1.9
SNAR-A3	NR_024214.1.2
SNAR-A3	NR_024214.1
POLR3F	NM_006466.3
POLR3G	NM_006467.2
POLR3D	NM_001722.2
POLR3E	NM_018119.3
POLR3B	NM_018082.5
POLR3C	NM_001303456.1
POLR3A	NM_007055.3
POLR3K	NM_016310.4
POLR3H	NM_001018050.3
PLET1	NM_001145024.1
DNMT1	NM_001130823.1
HOXD8	NM_019558.3
HOXD9	NM_014213.3
HOXD4	NM_014621.2
HOXD1	NM_024501.2
HOXD3	NM_006898.4
MTPAP	NM_018109.3
MAN1B1-AS1	NR_027447.1
GLT1D1	NM_144669.2
HNF1A-AS1	NR_024345.1
FBP2	NM_003837.3
ARHGEF34P	NR_033942.1
HSPG2	NM_001291860.1
TMEM127	NM_001193304.2
LARGE	NM_004737.4
LAIR1	NM_002287.5.5
LAIR1	NM_002287.5
LAIR1	NM_002287.5.2
LAIR1	NM_002287.5.3
LAIR1	NM_002287.5.4
SNAR-A6	NR_024227.1.10
SNAR-A6	NR_024227.1.4
SNAR-A6	NR_024227.1.9
SNAR-A6	NR_024227.1.8
SNAR-A6	NR_024227.1.3
SNAR-A6	NR_024227.1.2
SNAR-A6	NR_024227.1.5
SNAR-A6	NR_024227.1
SNAR-A6	NR_024227.1.7
SNAR-A6	NR_024227.1.6
LAIR2	NM_002288.5.4
LAIR2	NM_002288.5.3
LAIR2	NM_002288.5.2
LAIR2	NM_002288.5
TDRD12	NM_001110822.1
TDRD10	NM_001098475.1
HSPE1-MOB4	NM_001202485.1
PLIN4	NM_001080400.1
TDRD15	NM_001306137.1
SNAR-A5	NR_024223.1.10
SNAR-A5	NR_024223.1.6
SNAR-A5	NR_024223.1.7
SNAR-A5	NR_024223.1.4
SNAR-A5	NR_024223.1.5
SNAR-A5	NR_024223.1.2
SNAR-A5	NR_024223.1
SNAR-A5	NR_024223.1.3
SNAR-A5	NR_024223.1.8
SNAR-A5	NR_024223.1.9
RRP7BP	NR_002184.2
C6orf15	NM_014070.2.3
C6orf15	NM_014070.2.2
C6orf15	NM_014070.2.6
C6orf15	NM_014070.2.5
C6orf15	NM_014070.2.4
C6orf15	NM_014070.2
CDK11A	NM_001313896.1
CDK11B	NM_001787.2
BRD7P3	NR_002730.2
MIR135A2	NR_029678.1
SCRN2	NM_138355.3
SCRN1	NM_001145514.1
MIR135A1	NR_029677.1
TNP2	NM_005425.4
TNP1	NM_003284.3
NPBWR2	NM_005286.2
NPBWR2	NM_005286.2.2
NPBWR1	NM_005285.3
PALM2-AKAP2	NM_007203.4
ATP5F1	NM_001688.4
MIR6511B2	NR_106965.1.2
MIR6511B2	NR_106965.1.3
MIR6511B2	NR_106965.1
MIR6511B1	NR_106775.1.3
MIR6511B1	NR_106775.1.2
MIR6511B1	NR_106775.1
LOC650226	NR_029420.1
LOC100505736	NR_120504.1
ZNF503-AS1	NR_038223.1
ZNF503-AS2	NR_024421.1
SLC52A1	NM_001104577.1
SLC52A3	NM_033409.3
SLC52A2	NM_001253815.1
TMEM201	NM_001130924.2
TMEM202	NM_001080462.1
TMEM203	NM_053045.1
TMEM204	NM_001256541.1
TMEM205	NM_001145416.1
TMEM206	NM_001198862.1
TMEM207	NM_207316.1
TMEM208	NM_014187.3
SLC6A12	NM_001122847.2
SLC6A11	NM_014229.1
SLC6A17	NM_001010898.2
SLC6A16	NM_014037.2
SLC6A15	NM_182767.5
SLC6A14	NM_007231.4
HMGCS1	NM_001098272.2
HMGCS2	NM_005518.3
LOC101928804	NR_110737.1.25
LOC101928804	NR_110737.1.26
LOC101928804	NR_110737.1.31
LOC101928804	NR_110737.1.33
LOC101928804	NR_110737.1.37
LOC101928804	NR_110737.1.34
LOC101928804	NR_110737.1.27
LOC101928804	NR_110738.1.57
LOC101928804	NR_110737.1.30
LOC101928804	NR_110738.1.60
LOC101928804	NR_110738.1.17
LOC101928804	NR_110738.1.16
LOC101928804	NR_110737.1.4
LOC101928804	NR_110737.1.28
LOC101928804	NR_110737.1.40
LOC101928804	NR_110738.1.12
LOC101928804	NR_110737.1.64
LOC101928804	NR_110737.1.32
LOC101928804	NR_110737.1.23
LOC101928804	NR_110738.1.18
LOC101928804	NR_110738.1.80
LOC101928804	NR_110738.1.81
LOC101928804	NR_110738.1.84
LOC101928804	NR_110737.1.52
LOC101928804	NR_110738.1.70
LOC101928804	NR_110737.1.48
LOC101928804	NR_110737.1.49
LOC101928804	NR_110738.1.77
LOC101928804	NR_110737.1.8
LOC101928804	NR_110737.1.7
LOC101928804	NR_110737.1.54
LOC101928804	NR_110737.1.61
LOC101928804	NR_110737.1.46
LOC101928804	NR_110737.1.41
LOC101928804	NR_110737.1.13
LOC101928804	NR_110737.1.53
LOC101928804	NR_110738.1.35
LOC101928804	NR_110738.1.34
LOC101928804	NR_110737.1.5
LOC101928804	NR_110737.1.6
LOC101928804	NR_110737.1.63
LOC101928804	NR_110737.1.56
LOC101928804	NR_110737.1.14
LOC101928804	NR_110738.1.25
LOC101928804	NR_110737.1.10
LOC101928804	NR_110738.1.23
LOC101928804	NR_110737.1.45
LOC101928804	NR_110737.1.9
LOC101928804	NR_110737.1.58
LOC101928804	NR_110737.1.39
LOC101928804	NR_110737.1.50
LOC101928804	NR_110738.1.47
LOC101928804	NR_110738.1.46
LOC101928804	NR_110737.1.20
LOC101928804	NR_110737.1.38
LOC101928804	NR_110738.1.51
LOC101928804	NR_110737.1.47
LOC101928804	NR_110737.1.51
LOC101928804	NR_110737.1.12
LOC101928804	NR_110737.1.29
LOC101928804	NR_110737.1.24
LOC101928804	NR_110737.1.55
LOC101928804	NR_110737.1.22
LOC101928804	NR_110737.1.2
LOC101928804	NR_110737.1.11
LOC101928804	NR_110737.1.3
LOC101928804	NR_110737.1.18
LOC101928804	NR_110737.1.19
LOC101928804	NR_110737.1.16
LOC101928804	NR_110737.1.21
LOC101928804	NR_110738.1.39
LOC101928804	NR_110738.1.40
LOC101928804	NR_110738.1.41
LOC101928804	NR_110737.1.62
LOC101928804	NR_110737.1.15
LOC101928804	NR_110737.1.17
LOC101928804	NR_110737.1
LOC101928804	NR_110738.1.67
LOC101928804	NR_110737.1.60
LOC101928804	NR_110737.1.36
LOC101928804	NR_110737.1.35
LOC101928804	NR_110737.1.57
LOC101928804	NR_110737.1.59
LOC101928804	NR_110738.1.65
LOC101928804	NR_110737.1.42
LOC101928804	NR_110737.1.44
LOC101928804	NR_110737.1.43
KIAA1324	NM_020775.4
KIAA1328	NM_020776.1
FLJ40288	NR_046323.1
ATP6V1B1-AS1	NR_110273.1
NTM-IT	NR_046820.1
LOC100507391	NR_037891.1
C14orf93	NM_001130706.2
TTTY3B	NR_002176.1
TTTY3B	NR_002176.1.2
ANKRA2	NM_023039.4
OR2AK2	NM_001004491.1
LOC100507642	NR_108064.1
LOC100507642	NR_108064.1.3
LOC100507642	NR_108064.1.2
DEFB4B	NM_001205266.1
DEFB4B	NM_001205266.1.2
DEFB4A	NM_004942.3
TAC1	NM_003182.2
TAC3	NM_013251.3
TAC4	NM_170685.2
LOC102723833	NR_125992.1
LOC102723831	NR_125868.1
MIR4419B	NR_039720.1
MIR4419A	NR_039614.1
PYCARD-AS1	NR_102400.1
MPND	NM_001300862.1
HPX	NM_000613.2
CALHM1	NM_001001412.3
CALHM3	NM_001129742.1
CALHM2	NM_015916.4
HPR	NM_020995.3
MTHFD2P1	NR_077228.1
HPN	NM_002151.2
LINCMD1	NR_131248.1
ITFG1-AS1	NR_110903.1
USP12-AS1	NR_046547.1
HPD	NM_002150.2
C2orf50	NM_182500.2
GABARAPL3	NR_028287.1
GABARAPL2	NM_007285.6
OAZ2	NM_002537.3
OAZ3	NM_016178.2
OAZ1	NM_004152.3
MIR8065	NR_107032.1
MIR8064	NR_107031.1
MIR8067	NR_107034.1
MIR8066	NR_107033.1
MIR8061	NR_107028.1.4
MIR8061	NR_107028.1.5
MIR8061	NR_107028.1
MIR8061	NR_107028.1.2
MIR8061	NR_107028.1.3
MIR8060	NR_107027.1
MIR8063	NR_107030.1
MIR8062	NR_107029.1
MIR8068	NR_107035.1
BOK-AS1	NR_033346.1
PRR5	NM_001198721.1
FBP1	NM_000507.3
KIAA0141	NM_001142603.2
KDM4C	NM_015061.3
DVL3	NM_004423.3
KRAS	NM_033360.3
URI1	NM_003796.3
ADAM6	NR_002224.2
ADAM6	NR_002224.2.2
ADAM7	NM_003817.3
ADAM5	NR_001448.1.2
ADAM5	NR_001448.1
ADAM2	NM_001464.4
ADAM2	NM_001464.4.2
EEF1G	NM_001404.4
EEF1D	NM_001130053.2.2
EEF1D	NM_001130053.2
ADAM8	NM_001109.4
ADAM9	NM_003816.2.2
ADAM9	NM_003816.2
NKX1-1	NM_001290079.1
NKX1-2	NM_001146340.1
IL20RA	NM_014432.3
IL20RB	NM_144717.3
RPL8	NM_000973.3
RPL9	NM_000661.4
RPL6	NM_000970.3
RPL7	NM_000971.3
RPL4	NM_000968.3
RPL5	NM_000969.3
KCNQ1OT1	NR_002728.3
RPL3	NM_000967.3
FEN1	NM_004111.5
FAM87B	NR_103536.1
FAM87A	NR_103537.1
LUC7L	NM_201412.1
SCD	NM_005063.4
SPO11	NM_012444.2
SCX	NM_001080514.2
ERMAP	NM_001017922.1
SCT	NM_021920.2
SCT	NM_021920.2.2
TROAP	NM_005480.3
WFDC9	NM_147198.3
WFDC8	NM_130896.2
GOLGA6D	NM_001145224.1
GOLGA6C	NM_001164404.1
GOLGA6B	NM_018652.4
GOLGA6A	NM_001038640.2
ACO1	NM_001278352.1
WFDC3	NM_080614.1
ACO2	NM_001098.2
WFDC5	NM_145652.3
WFDC6	NM_080827.1
TMEM67	NM_153704.5
TMEM65	NM_194291.2
TMEM64	NM_001008495.3
TMEM62	NM_024956.3
TMEM61	NM_182532.2
TMEM60	NM_032936.3
TMEM69	NM_016486.3
TMEM68	NM_001286657.1
ITM2C	NM_001287241.1
KLHL42	NM_020782.1
KLHL41	NM_006063.2
KLHL40	NM_152393.3
FJX1	NM_014344.3
UGT8	NM_001128174.1
PAXBP1	NM_016631.3
ZNF628	NM_033113.2
ZNF629	NM_001080417.1
ZNF624	NM_020787.3
ZNF625	NM_145233.3
ZNF626	NM_001076675.2
ZNF627	NM_145295.3
ZNF620	NM_175888.3
ZNF621	NM_001098414.2
ZNF622	NM_033414.2
ZNF623	NM_014789.3.2
ZNF623	NM_014789.3
UGT2B15	NM_001076.3
UGT2B15	NM_001076.3.2
UGT2B17	NM_001077.3
UGT2B17	NM_001077.3.2
UGT2B10	NM_001075.5.4
UGT2B10	NM_001075.5
UGT2B10	NM_001075.5.2
UGT2B10	NM_001075.5.3
UGT2B11	NM_001073.1
LOC100131532	NR_027434.2
OLFML1	NM_198474.3
APAF1	NM_181861.1
S100A8	NM_002964.4
OLFML3	NM_020190.3
FSCB	NM_032135.3
GML	NM_002066.2
PDZK1P1	NR_111936.1
OR1M1	NM_001004456.1
S100A5	NM_002962.1
BRWD3	NM_153252.4
BRWD1	NM_018963.4
IGFALS	NM_001146006.1
PRM1	NM_002761.2
PRM3	NM_021247.2
PRM2	NM_001286356.1
ACVR1	NM_001105.4
TTTY17A	NR_001526.1
TTTY17A	NR_001526.1.3
TTTY17A	NR_001526.1.2
TTTY17B	NR_002180.1.2
TTTY17B	NR_002180.1.3
TTTY17B	NR_002180.1
TTTY17C	NR_002179.1
TTTY17C	NR_002179.1.3
TTTY17C	NR_002179.1.2
PDXDC1	NM_015027.3.2
PDXDC1	NM_001285449.1.2
PDXDC1	NM_015027.3
LOC285692	NR_027112.2
LOC285696	NR_027253.1
KREMEN1	NM_032045.4
LIFR-AS1	NR_103553.1
HOOK2	NM_013312.2
HOOK3	NM_032410.3
HOOK1	NM_015888.4
SEBOX	NM_001080837.3
MIEF1	NM_001304564.1
MIEF2	NM_148886.1
DKC1	NM_001363.4
TBC1D10C	NM_198517.3
TBC1D10B	NM_015527.3
TBC1D10A	NM_001204240.1
BPIFB3	NM_182658.2
BPIFB2	NM_025227.2
BPIFB1	NM_033197.2
BPIFB6	NM_174897.2
BPIFB4	NM_182519.2
OARD1	NM_145063.2
LINS1	NM_001040616.2
MIR320D1	NR_031723.1
LOC101929470	NR_125817.1
LOC101929473	NR_120578.1
MIR320D2	NR_031725.1
CAMK2D	NM_001221.3
CAMK2G	NM_172171.2
CAMK2A	NM_015981.3
CAMK2B	NM_001220.4
LOC100288778	NR_130745.1.2
LOC100288778	NR_130745.1
KAZALD1	NM_030929.4
RNASE11	NM_145250.3
RNASE10	NM_001012975.1
RNASE13	NM_001012264.3
RNASE12	NM_001024822.2
ZSCAN18	NM_001145542.1
ZSCAN10	NM_032805.2
ZSCAN12	NM_001163391.1
ZSCAN16	NM_025231.1
ENOX1	NM_001127615.1
ENOX2	NM_182314.2
C9orf50	NM_199350.3
C9orf57	NM_001128618.1
DPY19L3	NM_001172774.1
HCG25	NR_044997.1
HCG25	NR_044997.1.4
HCG25	NR_044997.1.5
HCG25	NR_044997.1.6
HCG25	NR_044997.1.7
HCG25	NR_044997.1.2
HCG25	NR_044997.1.3
WDR41	NM_018268.2
HCG27	NR_026791.1.6
HCG27	NR_026791.1
HCG27	NR_026791.1.5
HCG27	NR_026791.1.2
HCG27	NR_026791.1.3
HCG27	NR_026791.1.4
WDR43	NM_015131.2
WDR44	NM_019045.4
WDR45	NM_007075.3
WDR46	NM_005452.5
WDR46	NM_005452.5.2
WDR46	NM_005452.5.4
WDR46	NM_005452.5.3
WDR46	NM_005452.5.5
HCG22	NR_003948.2.8
HCG22	NR_003948.2.7
HCG22	NR_003948.2.6
HCG22	NR_003948.2.5
HCG22	NR_003948.2.4
HCG22	NR_003948.2.3
HCG22	NR_003948.2.2
HCG22	NR_003948.2
WDR48	NM_020839.3
WDR49	NM_178824.3
SNAR-G1	NR_004383.1
SNAR-G2	NR_024244.1
JAK2	NM_004972.3
JAK3	NM_000215.3
JAK1	NM_002227.2
SCN10A	NM_006514.3
NMRAL1	NM_001305141.1.2
NMRAL1	NM_001305141.1
PTF1A	NM_178161.2
LOC100129316	NR_033912.1
ANKRD24	NM_133475.1
PCDHGB8P	NR_001297.1
PRKDC	NM_006904.6
MKRN1	NM_013446.3
WFDC1	NM_001282466.1
MKRN3	NM_005664.3
MKRN2	NM_014160.4
LHFPL4	NM_198560.2
LHFPL5	NM_182548.3
LINC00920	NR_046242.1
LHFPL2	NM_005779.2
LHFPL3	NM_199000.2
TLL1	NM_012464.4
TLL2	NM_012465.3
WFDC2	NM_006103.3
FAM74A4	NR_110998.1
FAM74A7	NR_126166.1
FAM74A6	NR_110999.1
FAM74A6	NR_110999.1.2
FAM74A1	NR_026803.2
FAM74A1	NR_026803.2.2
FAM74A1	NR_026803.2.3
SLC7A8	NM_012244.3
PBK	NM_001278945.1
RIMS4	NM_001205317.1
KIF21A	NM_001173464.1
RIMS1	NM_014989.5
RIMS2	NM_001100117.2
KIF21B	NM_001252100.1
INHA	NM_002191.3
MCAM	NM_006500.2
MCAT	NM_173467.4
HCRT	NM_001524.1
FAM201A	NR_027294.1
GJD4	NM_153368.2
KLRG1	NM_005810.3
IL21R	NM_181079.4
EMX2	NM_004098.3
EMX1	NM_004097.2
RORB-AS1	NR_125791.1
PRKD1	NM_002742.2
PRKD2	NM_001079880.1
PRKD3	NM_005813.4
SLC7A7	NM_001126105.2
FAM109B	NM_001002034.2
FAM109B	NM_001002034.2.4
FAM109B	NM_001002034.2.3
FAM109B	NM_001002034.2.2
FAM109A	NM_001177996.1
LRRC37A4P	NR_002940.2.3
LRRC37A4P	NR_002940.2.2
LRRC37A4P	NR_002940.2
MIR499A	NR_030223.1
MIR499B	NR_039912.1
ITM2B	NM_021999.4
OVCH1-AS1	NR_073170.1
ITM2A	NM_004867.4
KLF7	NM_003709.3
KLF6	NM_001300.5
KLF5	NM_001730.4
KLF4	NM_001314052.1
KLF3	NM_016531.5
KLF2	NM_016270.2
KLF1	NM_006563.3
KLF9	NM_001206.2
KLF8	NM_007250.4
MCTS1	NM_001137554.1
NAIP	NM_022892.1.3
NAIP	NM_004536.2.2
NAIP	NM_022892.1
NAIP	NM_004536.2.4
NAIP	NM_004536.2
C6orf1	NM_001008703.2
REST	NM_001193508.1
SFSWAP	NM_001261411.1
POU1F1	NM_001122757.2
PHF21A	NM_001101802.1
MIR4999	NR_049795.1
CCNA1	NM_003914.3
TACO1	NM_016360.3
LOC440173	NR_027471.1
MAP3K11	NM_002419.3
MAP3K12	NM_001193511.1
ZNF546	NM_178544.4
ZNF541	NM_001277075.1
ZNF540	NM_001172225.2
ZNF543	NM_213598.3
MAP3K19	NM_025052.4
ZNF549	NM_001199295.1
ZNF548	NM_001172773.1
DYNC1I2	NM_001271785.1
FAM60A	NM_001135811.1
FAM60A	NM_001135811.1.2
LINC01419	NR_122034.1
LINC01416	NR_110755.1
