STYX	ENST00000354586
RP11-290L1.2	ENST00000547721
NEK4	ENST00000233027
ALOX12P1	ENST00000579299
BEAN1	ENST00000536005
RP11-40F6.1	ENST00000423182
RP11-606D9.1	ENST00000539105
MTA3	ENST00000405094
RP11-686D22.9	ENST00000587076
RP4-809F18.1	ENST00000637885
ZFYVE9P1	ENST00000416133
DAP3	ENST00000343043
RP11-23E10.3	ENST00000567464
RP11-864I4.1	ENST00000496634
RPL5P25	ENST00000441148
CTA-113A6.2	ENST00000624082
MOS	ENST00000311923
RP11-118D22.3	ENST00000490318
LGSN	ENST00000370657
RNU6-470P	ENST00000515954
UGT2B15	ENST00000338206
MIR548AY	ENST00000617669
RP11-753E22.3	ENST00000458741
TMEM185AP1	ENST00000524311
CD69	ENST00000228434
MFSD3	ENST00000301327
RP11-266L9.4	ENST00000619106
RNU6-634P	ENST00000459134
RPLP0P6	ENST00000394878
RP11-15L13.4	ENST00000608818
RP11-29O6.2	ENST00000448562
RP11-478C6.2	ENST00000508039
AHCYL2	ENST00000325006
CTD-2296D1.2	ENST00000514869
KCTD15	ENST00000430256
ZNF230	ENST00000429154
IGKV3D-34	ENST00000522638
C21orf62-AS1	ENST00000382375
CERS2	ENST00000271688
RP11-359I18.1	ENST00000412199
TRIM46	ENST00000334634
RP11-759A24.1	ENST00000624299
RP11-770J1.5	ENST00000531742
MIR4499	ENST00000584834
RP11-553P9.2	ENST00000514526
AGAP1	ENST00000409538
NEDD8-MDP1	ENST00000534348
LINC00550	ENST00000629293
TOMM7	ENST00000372879
ENDOU	ENST00000422538
ZNF326	ENST00000340281
SRGAP3-AS1	ENST00000414633
RNU6-757P	ENST00000410334
RN7SKP139	ENST00000410411
RNASE10	ENST00000430083
RP11-863K10.4	ENST00000521192
AC113404.1	ENST00000631802
RP13-977J11.3	ENST00000623965
RP11-552M6.1	ENST00000624026
MIR3164	ENST00000581178
THRB	ENST00000280696
RP11-277I20.2	ENST00000406602
SNORD58B	ENST00000607313
RP11-555M1.3	ENST00000480817
MIR4451	ENST00000580577
RP11-666A8.12	ENST00000607478
SBF2	ENST00000256190
ZNF602P	ENST00000405929
CH17-13I23.3	ENST00000622095
AC096921.2	ENST00000411661
TBL3	ENST00000568546
RP11-654F3.1	ENST00000507006
RP11-587H10.1	ENST00000521955
LINC00641	ENST00000555379
RP11-405F3.4	ENST00000563062
HJURP	ENST00000411486
EPOR	ENST00000222139
IGHV7-81	ENST00000390639
RP11-124D2.3	ENST00000554010
RP11-11K13.1	ENST00000554451
RP11-73B8.3	ENST00000605601
RNA5SP115	ENST00000411160
ITGB1BP2	ENST00000373829
RP11-349A22.3	ENST00000555129
ZCCHC16	ENST00000340433
RP11-214N16.2	ENST00000441480
LINC01583	ENST00000558082
RP11-227H15.5	ENST00000413220
CTD-2013M15.1	ENST00000510987
TRMT112P3	ENST00000580149
GPR87	ENST00000260843
RP11-479F13.1	ENST00000605372
AMN1	ENST00000281471
MPPED2	ENST00000358117
RPL7P54	ENST00000438336
RP11-524K22.1	ENST00000426547
ZDHHC21	ENST00000380916
SNRNP27	ENST00000409116
TMEM30B	ENST00000555868
RAD54B	ENST00000336148
RAD54B	ENST00000611249
OR5K1	ENST00000332650
RNA5S13	ENST00000365656
CFLAR-AS1	ENST00000415011
SYN3	ENST00000358763
RNU6-1087P	ENST00000516602
MIR3913-1	ENST00000577744
ARHGAP42P5	ENST00000548856
PGA3	ENST00000325558
CTC-244M17.1	ENST00000601752
CTD-2016O11.1	ENST00000509924
ANKRD20A8P	ENST00000590226
AC133785.1	ENST00000429282
RP11-540O11.1	ENST00000503052
RP11-334L9.1	ENST00000442006
SULF1	ENST00000260128
CES2	ENST00000317091
FOXRED1	ENST00000263578
FAM231A	ENST00000434336
DERA	ENST00000428559
EEF1A1P29	ENST00000416082
LINC01046	ENST00000443719
EN2	ENST00000297375
ZADH2	ENST00000322342
RCE1	ENST00000309657
RPS2P48	ENST00000441047
WASIR2	ENST00000527434
CHIC1	ENST00000373502
RP11-554D14.4	ENST00000550420
HSPD1P5	ENST00000511127
SLFN13	ENST00000285013
SNORD45A	ENST00000384512
OR11H4	ENST00000315409
COX7BP2	ENST00000437976
MBOAT1	ENST00000324607
RP11-93O17.1	ENST00000510435
RP11-527N12.2	ENST00000618134
AA06	ENST00000579745
AC000095.11	ENST00000609839
SNORD23	ENST00000408212
SNORD23	ENST00000408876
RP11-357G3.1	ENST00000513434
LINC01594	ENST00000445083
CUX1	ENST00000360264
CTC-471J1.10	ENST00000603942
MNAT1	ENST00000261245
CACNA1F	ENST00000376265
RP11-379K22.3	ENST00000603875
RP11-159D12.6	ENST00000624641
SNORA71	ENST00000364523
SNORA71	ENST00000364941
SNORA71	ENST00000362582
CTU1	ENST00000421832
RP11-245P10.4	ENST00000436779
NPAS3	ENST00000551492
CCNA2	ENST00000274026
GPS2P1	ENST00000411761
RP11-449H15.2	ENST00000417850
RP11-626G11.4	ENST00000568032
ISOC2	ENST00000085068
U91324.1	ENST00000442864
PUDPP1	ENST00000421058
WBP2NL	ENST00000328823
AC004453.8	ENST00000487895
RPL7AP71	ENST00000451120
MRPS21P1	ENST00000453850
NHP2P1	ENST00000335274
CTA-481E9.2	ENST00000623060
RP13-88F20.1	ENST00000441188
RPS8P6	ENST00000426177
TSPAN5	ENST00000305798
RN7SL724P	ENST00000461895
RN7SL716P	ENST00000580539
OPN1MW	ENST00000595290
RP11-355I22.8	ENST00000604527
TRBV11-1	ENST00000390367
BLOC1S2	ENST00000370372
SPNS1	ENST00000565975
AP005242.1	ENST00000623604
CENPL	ENST00000356198
RP11-278H7.3	ENST00000440148
GATM-AS1	ENST00000617932
TRAJ61	ENST00000390479
GTDC1	ENST00000344850
SNRPCP14	ENST00000524498
CYGB	ENST00000589342
RNU1-49P	ENST00000363468
MARCH2	ENST00000215555
SP140L	ENST00000415673
FAM122A	ENST00000394264
RNA5SP227	ENST00000516184
IGHD2-21	ENST00000390572
RP3-449O17.1	ENST00000457665
CTA-242H14.1	ENST00000466070
RP11-463J10.2	ENST00000556834
ZDHHC20P3	ENST00000531576
RP11-44F14.5	ENST00000565073
PRORY	ENST00000382764
LINC01133	ENST00000635112
AC012362.3	ENST00000434906
CTXN1	ENST00000318978
RP11-655G22.1	ENST00000444729
LINC01108	ENST00000427276
APOOP5	ENST00000564761
RBM22P4	ENST00000613117
AC090154.1	ENST00000623055
CTB-11I22.2	ENST00000520323
GPR85	ENST00000297146
MTND4LP31	ENST00000514859
RPL23AP18	ENST00000416139
SCG5	ENST00000471027
MEF2C-AS1	ENST00000514794
RN7SL643P	ENST00000471845
OR7E156P	ENST00000400303
PFN1P11	ENST00000445829
RP11-643A5.1	ENST00000561168
RP11-347C12.12	ENST00000616011
USPL1	ENST00000255304
TTTY21B	ENST00000421353
CGB7	ENST00000377280
CLIC6	ENST00000360731
RNU6-521P	ENST00000516663
KRT19P6	ENST00000510983
CTD-3193O13.11	ENST00000597156
RP11-74K11.1	ENST00000548294
RP11-60E8.4	ENST00000603396
RAB42	ENST00000373826
AC005863.1	ENST00000379640
RP11-227G15.10	ENST00000620729
RP11-41O4.1	ENST00000584919
MMP20	ENST00000260228
EXOGP1	ENST00000580616
RP11-739B23.1	ENST00000598970
RP11-812D23.1	ENST00000548429
AP001059.7	ENST00000620163
RP11-147K16.3	ENST00000624743
AC091132.1	ENST00000433601
IP6K1	ENST00000321599
AC011330.5	ENST00000510070
RP11-179A10.2	ENST00000529697
CTC-492K19.7	ENST00000614440
RN7SL460P	ENST00000582806
AC019206.1	ENST00000624334
ISY1-RAB43	ENST00000418265
SMTNL2	ENST00000389313
CTD-2283N19.1	ENST00000520980
KL	ENST00000380099
BMS1P19	ENST00000433925
RP1-37N7.7	ENST00000618886
RPL14	ENST00000338970
AC079448.1	ENST00000449377
TMPRSS11GP	ENST00000431070
CH17-258A22.4	ENST00000611212
SNORD64	ENST00000386683
SNORD64	ENST00000390859
RP3-522P13.3	ENST00000413898
SLC30A2	ENST00000374276
RP11-37J13.1	ENST00000560524
NPSR1	ENST00000381539
MYO18B	ENST00000407587
TMEM256-PLSCR3	ENST00000570569
TMEM256-PLSCR3	ENST00000324822
RP11-159L20.2	ENST00000554665
RP11-536G4.1	ENST00000553095
RNU6-902P	ENST00000517212
NASP	ENST00000350030
NCF1B	ENST00000423083
CSE1L-AS1	ENST00000417781
PTPN21	ENST00000328736
RNFT1P3	ENST00000340898
XIRP2	ENST00000409195
NR2F2	ENST00000394166
RP1-309K20.6	ENST00000541176
RP11-314M24.1	ENST00000484679
RP5-912I13.2	ENST00000636307
RPL32P29	ENST00000497398
SUMO2P4	ENST00000504193
RN7SL660P	ENST00000614852
RP11-373E16.1	ENST00000398900
ABCB6	ENST00000265316
RP11-358L22.3	ENST00000612986
RP5-1061H20.4	ENST00000429227
LINC00205	ENST00000433465
CTB-41I6.1	ENST00000585297
RP11-589P10.7	ENST00000572547
RNA5SP301	ENST00000362537
RP11-177A2.5	ENST00000431587
MPV17	ENST00000405983
BCL11A	ENST00000335712
AGO3	ENST00000373191
RNU6-317P	ENST00000384031
RPL7AP6	ENST00000477943
FRMD3	ENST00000304195
KRT18P59	ENST00000534728
VWF	ENST00000261405
CDY12P	ENST00000440679
RBM20	ENST00000369519
KCTD9P6	ENST00000522306
RP5-1050E16.1	ENST00000442086
RP11-720L2.2	ENST00000582120
SRRM2-AS1	ENST00000382313
PRKAR1B	ENST00000360274
RN7SL497P	ENST00000476341
RP11-567B20.2	ENST00000458156
RP11-506M12.1	ENST00000494221
KCNK15	ENST00000372861
RP11-308B5.2	ENST00000440614
RP11-203M5.8	ENST00000554678
STAG3L5P-PVRIG2P-PILRB	ENST00000310771
FAM168A	ENST00000064778
RP11-413E6.11	ENST00000634593
CH507-9B2.3	ENST00000620528
RP11-109D20.1	ENST00000560324
GLULP3	ENST00000526011
RP11-146N18.1	ENST00000589376
LA16c-390E6.5	ENST00000566287
AP001962.3	ENST00000624114
RP5-1042K10.10	ENST00000607915
RNU6-876P	ENST00000391295
FOXI3	ENST00000428390
VN1R4	ENST00000311170
RP13-487P22.1	ENST00000565581
RP11-1017G21.6	ENST00000607122
RP11-467J12.3	ENST00000564816
IGHD6-6	ENST00000454691
FAM9A	ENST00000381003
RP11-15I20.1	ENST00000607950
NREP-AS1	ENST00000507222
AC009969.1	ENST00000438726
CTD-2311B13.5	ENST00000613990
KHDC1L	ENST00000370388
PLCB4	ENST00000378501
RP11-231E6.1	ENST00000486726
RAN	ENST00000448750
CADM3-AS1	ENST00000415675
MIR553	ENST00000385017
RALBP1	ENST00000019317
LA16c-335H7.2	ENST00000623562
SPATA13-AS1	ENST00000430733
RP11-37C7.1	ENST00000558616
IGHD4-4	ENST00000414852
RP11-309L24.10	ENST00000613068
RP1-166H4.2	ENST00000563807
ZRANB1	ENST00000359653
CTD-2593A12.2	ENST00000505889
RP11-168P8.3	ENST00000446107
FAM166AP3	ENST00000635557
IGHD4-23	ENST00000437320
PSMA8	ENST00000308268
PCBP3-OT1	ENST00000626237
RPSAP52	ENST00000489520
C5orf46	ENST00000318315
RP11-343D2.11	ENST00000508964
ENPP7P12	ENST00000526818
MROH2A	ENST00000610772
RP1-86D1.5	ENST00000458367
HERC1	ENST00000443617
PRMT6	ENST00000370078
CTB-16J4.1	ENST00000637645
RP11-529J17.1	ENST00000581877
LRRC4C	ENST00000278198
CDC37P1	ENST00000564603
RNU2-25P	ENST00000411041
RP11-826N14.1	ENST00000509643
NUDT13	ENST00000357321
SEC31A	ENST00000505472
RNU6-732P	ENST00000516033
RP11-241G9.3	ENST00000508118
ATP8B4	ENST00000284509
ALOXE3	ENST00000380149
HMGN1P37	ENST00000413805
BANF1P4	ENST00000420029
CYYR1-AS1	ENST00000357401
RPL29P7	ENST00000440227
CTB-1I21.1	ENST00000502421
RP11-84O12.2	ENST00000455141
LY86	ENST00000230568
RP11-1060J15.7	ENST00000538640
RP11-722M1.1	ENST00000505298
RNU6-199P	ENST00000362954
LST1	ENST00000376093
CARD8-AS1	ENST00000602172
AC092431.3	ENST00000415342
ZNF528-AS1	ENST00000594119
HDAC11	ENST00000295757
AC023274.4	ENST00000445264
DIS3L2P1	ENST00000509197
SPATA2	ENST00000289431
AC073869.2	ENST00000417338
DNAJB12	ENST00000338820
PPP3CB	ENST00000394829
SERPINE2	ENST00000447280
SLC1A6	ENST00000221742
HTRA2	ENST00000258080
CTD-3222D19.10	ENST00000597851
SNRPGP2	ENST00000580909
RP11-40C11.2	ENST00000435271
RAP1GDS1	ENST00000339360
LAMA5	ENST00000252999
BORCS6	ENST00000389017
MIR4420	ENST00000583944
ALAS2	ENST00000330807
ANTXRL	ENST00000620264
IGHVII-28-2	ENST00000637382
AC109333.10	ENST00000438266
RP11-573G6.6	ENST00000566763
HMGB1P1	ENST00000522557
RP11-432M8.3	ENST00000505742
MTATP6P9	ENST00000515039
SNORD115-11	ENST00000363616
RPS24P13	ENST00000442520
RP1-251M9.3	ENST00000437825
TPI1P4	ENST00000513630
RNU6-827P	ENST00000365553
TSIX	ENST00000604411
RP11-275N1.3	ENST00000619266
WDR7-OT1	ENST00000592032
ASPRV1	ENST00000320256
RNU6-328P	ENST00000390887
VDAC2P2	ENST00000544463
RP11-1072A3.4	ENST00000614997
CTD-2085J24.5	ENST00000590892
CATIP-AS2	ENST00000411433
ANKH	ENST00000284268
RPAP2	ENST00000610020
ZNF318	ENST00000361428
EVA1C	ENST00000300255
KLF15	ENST00000296233
RP11-375B1.1	ENST00000507236
AC006509.4	ENST00000419124
EHMT2-AS1	ENST00000434689
OR10H3	ENST00000305892
ATP1A3	ENST00000441343
LHX9	ENST00000367387
HAPLN4	ENST00000291481
RP13-60P5.2	ENST00000436203
SOWAHB	ENST00000334306
RP5-998N21.4	ENST00000415338
PCDHA9	ENST00000532602
EXOSC1	ENST00000370902
SRBD1	ENST00000263736
FGF10-AS1	ENST00000502457
UCN2	ENST00000273610
SNTB2	ENST00000336278
KIAA1211L	ENST00000397899
RP11-546B15.1	ENST00000563846
RP11-268G12.3	ENST00000436019
KLF8	ENST00000468660
CTC-523E23.15	ENST00000605047
NLE1	ENST00000442241
RP1-97D16.1	ENST00000407924
SELT	ENST00000471696
AC073055.2	ENST00000456901
MIR4766	ENST00000584704
MIR1296	ENST00000408136
PLEKHM3	ENST00000427836
RP11-70P17.1	ENST00000412797
TRAPPC2B	ENST00000543226
MIR4753	ENST00000585119
RP11-552J9.12	ENST00000435089
CELF2	ENST00000632065
FAM71E2	ENST00000424985
GAGE2A	ENST00000362097
RP1-56K13.6	ENST00000580084
AC004744.3	ENST00000447057
CTD-2050N2.1	ENST00000559799
OR6C69P	ENST00000394268
RP11-407A16.7	ENST00000545535
HMGB3P26	ENST00000560051
CTSL3P	ENST00000412179
CTD-2218K11.3	ENST00000514930
TRBV21OR9-2	ENST00000331828
AC126407.1	ENST00000626930
RP3-467D16.3	ENST00000632346
LINC00272	ENST00000367563
CNTNAP5	ENST00000431078
RP5-991G20.1	ENST00000563328
TKT	ENST00000423516
AC067956.1	ENST00000414512
FBXO4	ENST00000281623
RPL32P35	ENST00000415214
TMEM204	ENST00000253934
RP11-488I20.8	ENST00000569557
LSM3P2	ENST00000551246
LINC01541	ENST00000568095
MOAP1	ENST00000298894
ZC4H2	ENST00000374839
AC002523.1	ENST00000498002
UBE2Q2P8	ENST00000560644
RP11-413H22.3	ENST00000618027
CEP44	ENST00000426172
RP11-1281K21.10	ENST00000600494
RP11-989E6.13	ENST00000621154
RP11-468N14.7	ENST00000511911
U91319.1	ENST00000571619
ZCCHC9	ENST00000254037
LINC01366	ENST00000436248
DEFA8P	ENST00000457582
FKBP15	ENST00000446284
E2F3P1	ENST00000589887
ZNF702P	ENST00000270443
GBP7	ENST00000294671
NOL10	ENST00000381685
HRH4	ENST00000256906
RP11-756G20.1	ENST00000615716
RNU6-612P	ENST00000516909
RPS3AP52	ENST00000435639
RP11-159D23.2	ENST00000550309
RP11-265F19.1	ENST00000513940
UBE3A	ENST00000397954
MMP26	ENST00000300762
IGHD5-24	ENST00000390569
RP3-403A15.1	ENST00000404780
RP11-710F7.3	ENST00000513220
ELF3	ENST00000359651
DUX4L18	ENST00000553347
RP11-1378G18.1	ENST00000617314
TRIM2	ENST00000338700
FBXL22	ENST00000360587
GHR	ENST00000620156
NUP210	ENST00000254508
RP13-20L14.1	ENST00000566971
BEND7	ENST00000341083
DNAJC6	ENST00000371069
TEDDM2P	ENST00000414169
RP11-612A1.1	ENST00000584566
CTC-235G5.3	ENST00000503652
MIR3130-1	ENST00000637816
RP11-94B19.5	ENST00000582755
SPDYE4	ENST00000328794
HOXA11-AS1_2	ENST00000615604
RP11-77H9.1	ENST00000636296
RHAG	ENST00000229810
RP11-446F17.3	ENST00000434329
CENPM	ENST00000215980
AC008060.8	ENST00000419225
ERVK-28	ENST00000600419
MIR4755	ENST00000583905
RP11-156P1.2	ENST00000571841
MIR633	ENST00000384821
AC073410.1	ENST00000435125
RP11-589C21.5	ENST00000564481
RP11-108A14.1	ENST00000623639
CD163	ENST00000359156
YWHAQP5	ENST00000415616
AC016700.2	ENST00000455541
CDK5RAP2	ENST00000349780
RPS15AP25	ENST00000489168
NEMP1	ENST00000300128
RP11-523O18.1	ENST00000422966
MIR548L	ENST00000408303
HTR7	ENST00000336152
MIR489	ENST00000384923
LINC00923	ENST00000503768
SNRPCP10	ENST00000481033
B3GALNT1P1	ENST00000420569
LMTK2	ENST00000297293
PCDHGB5	ENST00000617380
RPS14P7	ENST00000473701
RP11-426C22.4	ENST00000566070
RP11-459K23.2	ENST00000415754
C1QL3	ENST00000298943
OR1L1	ENST00000373686
ARAFP2	ENST00000440565
OVCA2	ENST00000572195
LINC01375	ENST00000428485
hsa-mir-550a-1	ENST00000637270
RP11-147L13.12	ENST00000613178
ESRRB	ENST00000380887
HNRNPA1P16	ENST00000575692
MIR652	ENST00000385278
RP11-297B17.2	ENST00000354277
MIR545	ENST00000385085
CRB1	ENST00000367400
HSP90AB6P	ENST00000426420
RN7SKP244	ENST00000516513
RP11-566H8.1	ENST00000520391
TGFBI	ENST00000442011
SHB	ENST00000377707
CDC40	ENST00000307731
ANKRD44	ENST00000328737
AC005306.3	ENST00000587498
RP11-738O11.12	ENST00000526389
RP11-354E23.4	ENST00000624201
RP11-667M19.2	ENST00000543486
RP11-413E1.4	ENST00000429074
ANKRD20A19P	ENST00000442969
CH507-42P11.2	ENST00000623928
ANKRD50	ENST00000504087
C2orf27AP1	ENST00000618128
HNRNPA1P49	ENST00000421336
MTRNR2L2	ENST00000604882
GSN	ENST00000373818
RPL23AP61	ENST00000623642
CTB-113I20.1	ENST00000603910
AC055733.1	ENST00000624326
KRTAP5-9	ENST00000528743
CXCL16	ENST00000293778
DKFZp779M0652	ENST00000378779
MAK	ENST00000354489
PRSS53	ENST00000280606
C16orf62	ENST00000251143
RP11-213L8.1	ENST00000515331
CTD-2325P2.3	ENST00000556919
AC012370.3	ENST00000601940
TMEM200B	ENST00000420504
TSHZ1	ENST00000580243
SNORA69	ENST00000390904
SNORA69	ENST00000383895
FITM2	ENST00000396825
RP11-554D14.5	ENST00000551839
RP5-991B18.2	ENST00000626377
MIR200B	ENST00000384997
RNU7-53P	ENST00000516705
LAIR2	ENST00000301202
AC017080.1	ENST00000445109
MIR3689D2	ENST00000580187
MIR924	ENST00000638017
ACTBP13	ENST00000423971
PRAMEF4	ENST00000235349
RP11-210G22.1	ENST00000608793
MAL2	ENST00000614891
EPRS	ENST00000366923
TYW1	ENST00000359626
HNRNPA3P7	ENST00000521638
RP11-21L1.1	ENST00000568699
CCNJP2	ENST00000457810
GGT4P	ENST00000623672
ENO2	ENST00000229277
RP13-467H17.1	ENST00000569285
RP11-560I19.2	ENST00000441577
RP11-6E9.4	ENST00000508955
NAPA	ENST00000263354
FOXQ1	ENST00000296839
EIF3FP1	ENST00000613970
IGLVIV-65	ENST00000517313
CTD-2139B15.1	ENST00000505520
MEG8_2	ENST00000610604
RP11-632K20.6	ENST00000564116
RP11-253M7.6	ENST00000560870
RP11-313I2.13	ENST00000530980
MIR6757	ENST00000612099
RP11-326L9.1	ENST00000622001
CTB-60E11.12	ENST00000601963
TDRP	ENST00000427263
RP5-1028L10.1	ENST00000443008
RN7SL400P	ENST00000473634
RP11-306G20.1	ENST00000587038
RP11-304C16.3	ENST00000407101
GOLGA8IP	ENST00000611635
PGPEP1	ENST00000269919
USP38	ENST00000307017
SNORD115-31	ENST00000365318
GAGE12H	ENST00000381722
RN7SL762P	ENST00000469864
DYNC1LI1	ENST00000273130
RP11-103J8.2	ENST00000605338
RP11-165M1.1	ENST00000623077
RP5-896L10.1	ENST00000425113
COPZ2	ENST00000621465
RP11-317P15.3	ENST00000435492
RNU6-895P	ENST00000384125
MFSD6L	ENST00000329805
DNAH6	ENST00000237449
ARAFP3	ENST00000454154
RP11-230F18.6	ENST00000619338
SMYD1	ENST00000419482
RP11-271F18.3	ENST00000623982
NIFK	ENST00000285814
RP11-684B21.1	ENST00000560056
CCDC122	ENST00000444614
KCTD7	ENST00000275532
RP11-384L8.2	ENST00000603159
RNU6-673P	ENST00000365084
RNU6-928P	ENST00000516876
ALDH7A1P3	ENST00000492517
RP1-111C20.4	ENST00000607391
PROSER3	ENST00000396908
AC073464.7	ENST00000412994
AP000281.1	ENST00000444036
RP11-362A9.3	ENST00000463255
GOLGA2P9	ENST00000600260
OR4C45	ENST00000568934
DUSP22	ENST00000419235
RSL24D1P4	ENST00000400938
MTCYBP20	ENST00000524239
AC092578.1	ENST00000415815
RP11-290F24.3	ENST00000529961
RP13-507P19.1	ENST00000539209
PPIL3	ENST00000409264
MRFAP1	ENST00000320912
RP11-436D10.3	ENST00000425290
GOLIM4	ENST00000470487
MICAL1	ENST00000630715
CD151	ENST00000322008
RP11-90D4.3	ENST00000535746
USP32P3	ENST00000413270
NPTX2	ENST00000265634
FILIP1L	ENST00000354552
RP11-1267H10.3	ENST00000510547
ATOH7	ENST00000373673
ABCA13	ENST00000435803
THEG	ENST00000342640
bP-21201H5.2	ENST00000624662
KRT18P41	ENST00000518924
BNIP3P19	ENST00000605397
LINC00608	ENST00000432733
RP11-568J23.1	ENST00000484096
RP11-810K23.10	ENST00000564941
RP11-366M4.11	ENST00000508856
MIR1197	ENST00000408818
RP11-571L19.7	ENST00000583654
SDCBP2	ENST00000339987
RN7SKP192	ENST00000411291
RP11-162I7.2	ENST00000604770
USP17L30	ENST00000504104
PAGR1	ENST00000320330
GH1	ENST00000323322
CTD-2528L19.3	ENST00000589357
TRAF1	ENST00000373887
RP4-555L14.4	ENST00000465549
PAQR5	ENST00000340965
RP11-666A8.7	ENST00000590241
AC005514.2	ENST00000623521
AC010677.5	ENST00000441690
CALM1P1	ENST00000442082
C1orf167	ENST00000433342
CTD-2647E9.3	ENST00000560375
RP11-382D8.5	ENST00000421884
NPY2R	ENST00000329476
TTC3	ENST00000354749
SIL1	ENST00000509534
RP3-393K13.1	ENST00000443471
RP11-348J12.5	ENST00000624651
MIR4516	ENST00000583451
RP11-598D12.2	ENST00000566112
RP11-1079K10.1	ENST00000462104
ADM	ENST00000278175
RP5-1125A11.7	ENST00000618285
SNORA78	ENST00000459373
HTR1D	ENST00000374619
MIR513A1	ENST00000385138
P3H2	ENST00000319332
AC026954.6	ENST00000429771
ZNF616	ENST00000600228
RP11-1007I13.4	ENST00000509345
RSF1-IT1	ENST00000528233
AC074019.1	ENST00000442062
DENND3	ENST00000519811
AC009227.2	ENST00000434635
PTP4A2P1	ENST00000590314
RP11-575F12.3	ENST00000617117
KIAA2013	ENST00000376576
ATP10B	ENST00000327245
CTD-2537I9.19	ENST00000635964
CTB-108O6.2	ENST00000607270
CTD-2666L21.3	ENST00000461223
RPSAP5	ENST00000485258
ENSA	ENST00000369016
RP11-649A18.5	ENST00000584339
KYNU	ENST00000264170
RBMS3-AS2	ENST00000628068
RNU6-1292P	ENST00000383856
CCM2L	ENST00000262659
CTD-2589H19.6	ENST00000607068
STK25	ENST00000316586
RP11-173C1.1	ENST00000601251
RNU6-821P	ENST00000390995
RP11-583F24.3	ENST00000527463
RP11-568A7.1	ENST00000404577
P2RY11	ENST00000321826
PRRC1	ENST00000512635
RNU6-1092P	ENST00000516955
AC009403.2	ENST00000460022
LA16c-360A4.1	ENST00000619963
RN7SL40P	ENST00000474689
RNF126	ENST00000292363
CD48	ENST00000613788
RNPC3	ENST00000423855
NANOGP2	ENST00000435391
AC078852.1	ENST00000504748
HSPA4L	ENST00000296464
RP11-123C21.2	ENST00000605166
SPICE1	ENST00000295872
C9orf170	ENST00000623052
TRBV1	ENST00000476502
S100A14	ENST00000344616
AADAC	ENST00000232892
ZBTB40-IT1	ENST00000438551
KCNK13	ENST00000282146
ANP32BP1	ENST00000564205
RP11-137P24.5	ENST00000612670
TREH	ENST00000264029
CCDC162P	ENST00000368966
RP1-101G11.2	ENST00000457251
RP11-461F11.3	ENST00000559363
TGFB2	ENST00000366929
SSX5	ENST00000311798
C16orf78	ENST00000299191
RP11-218M11.1	ENST00000563063
CIC	ENST00000572681
CTRB1	ENST00000361017
RP11-178H8.2	ENST00000624100
RP11-200A13.2	ENST00000465776
SIRPAP1	ENST00000448467
AC002486.3	ENST00000435098
MGAT2P2	ENST00000427194
TMEM150A	ENST00000334462
RP11-357K6.3	ENST00000544515
RPL35P3	ENST00000403133
ING1	ENST00000375774
HAT1	ENST00000264108
RP11-93I21.3	ENST00000563724
RP11-458F8.3	ENST00000427776
RN7SKP172	ENST00000411341
UPK3BL	ENST00000340457
SLC29A4P1	ENST00000398760
BIN2P1	ENST00000504996
KCTD9P1	ENST00000430462
RP11-218M11.3	ENST00000579378
RP11-171I2.1	ENST00000590024
DEFB112	ENST00000322246
RP11-386I14.3	ENST00000448345
RPS15AP32	ENST00000460336
RP11-123C21.1	ENST00000331871
TOR3A	ENST00000367627
RP11-831H9.3	ENST00000532626
INPP1	ENST00000322522
RP11-656E20.5	ENST00000538416
LDHAL6FP	ENST00000405916
PTOV1-AS1	ENST00000600742
CCDC106	ENST00000308964
GPX1P1	ENST00000388829
ARSA	ENST00000216124
FADS1	ENST00000350997
ACTG1P18	ENST00000401561
SNORD74	ENST00000364155
SNORD74	ENST00000364632
SNORD74	ENST00000364796
SNORD74	ENST00000364129
SNORD74	ENST00000363336
SNORD74	ENST00000364021
SNORD74	ENST00000364027
AMY1A	ENST00000370083
HRAT17	ENST00000451962
EIF4BP4	ENST00000441847
AC005019.2	ENST00000436455
CFHR5	ENST00000256785
KCMF1	ENST00000409785
OR6C4	ENST00000394256
FAAP20	ENST00000414253
PALMD	ENST00000263174
RP11-574H6.1	ENST00000569928
OPHN1	ENST00000355520
CARNMT1	ENST00000376834
C2orf71	ENST00000331664
FLRT3	ENST00000341420
DCUN1D2-AS	ENST00000414992
AF178030.2	ENST00000415088
RPS10P2	ENST00000430953
RP11-790I12.4	ENST00000510750
BSPH1	ENST00000344839
SEPSECS-AS1	ENST00000507794
RCL1	ENST00000381750
CH17-262O2.1	ENST00000444680
C19orf68	ENST00000614654
RP11-470M17.2	ENST00000520487
TBC1D3C	ENST00000622206
IGKV1D-27	ENST00000453184
BNIP3P17	ENST00000605448
CTD-2024P10.2	ENST00000606491
SCOC-AS1	ENST00000512692
RP11-97F8.1	ENST00000603758
ZNF629	ENST00000262525
RP11-93I21.2	ENST00000506481
